word,pre_share_recent,post_share,counterfactual,delta,ratio,banned,selected
supporting,0.01576700762706983,0.05028838305396172,0.01576700762706983,0.03452137542689189,3.1894690637190624,False,True
safer,0.013637629996666787,0.04814277919164345,0.013637629996666787,0.03450514919497666,3.5301426423366937,False,True
members,0.05275376043582997,0.0872221122800364,0.05275376043582997,0.03446835184420643,1.6533818927682693,True,False
situation,0.03169093790796226,0.06613265699297008,0.03169093790796226,0.034441719085007816,2.0868002450743,False,True
through,0.09726921961039403,0.13164597545227003,0.09726921961039403,0.034376755841875994,1.3534186454828157,False,False
services,0.03345236459650623,0.0676180166268596,0.03345236459650623,0.03416565203035336,2.0213224817572875,True,False
measures,0.011763007101098488,0.04587960683204556,0.011763007101098488,0.03411659973094707,3.9003297743279517,False,True
communities,0.026293854015192245,0.060341038827270224,0.026293854015192245,0.03404718481207798,2.2948723603776746,False,True
important,0.04875051771427075,0.0825983968586905,0.04875051771427075,0.03384787914441975,1.6943080962299495,False,False
risk,0.035747347864374064,0.0692883083211769,0.035747347864374064,0.03354096045680283,1.938278290855526,True,False
voice,0.03273159124308336,0.06619219199679635,0.03273159124308336,0.03346060075371299,2.0222723516622088,False,True
promote,0.011524746760260404,0.04488365148256847,0.011524746760260404,0.03335890472230806,3.8945455736464543,False,True
attention,0.030227838256089632,0.06358208636560547,0.030227838256089632,0.033354248109515844,2.103428165353385,False,True
practices,0.0112944053903581,0.044495832075199915,0.0112944053903581,0.033201426684841814,3.939634760514748,False,True
children,0.11542407511145532,0.14835758499511764,0.11542407511145532,0.032933509883662324,1.2853261752529634,True,False
leading,0.013577344729536436,0.046487262277930104,0.013577344729536436,0.03290991754839367,3.42388465520808,False,True
dedicated,0.009667071920329959,0.04256732963902081,0.009667071920329959,0.03290025771869085,4.403332259223317,False,True
part,0.059858949909841475,0.09242319077306803,0.059858949909841475,0.032564240863226554,1.544016240048886,False,False
opportunities,0.013475724524865597,0.04597892461380808,0.013475724524865597,0.03250320008894248,3.411981636235374,False,True
cause,0.05002821608918668,0.08252441311827782,0.05002821608918668,0.032496197029091144,1.6495573812018258,False,False
rather,0.024716411123185858,0.05690847908117374,0.024716411123185858,0.03219206795798788,2.3024572134499453,False,True
enhance,0.003008054845876327,0.03513398744786571,0.003008054845876327,0.032125932601989385,11.679969032489577,False,True
calling,0.020237877239429342,0.052326109453796246,0.020237877239429342,0.03208823221436691,2.585553259106127,False,True
increase,0.03972202548127176,0.07173575787172284,0.03972202548127176,0.032013732390451084,1.8059441078991554,True,False
report,0.019530854175662516,0.05139339061993315,0.019530854175662516,0.03186253644427063,2.6313949281324667,False,True
development,0.024959926318123576,0.056466180056757916,0.024959926318123576,0.03150625373863434,2.262273507424476,True,False
alone,0.026354794976388513,0.05785612224963643,0.026354794976388513,0.03150132727324792,2.1952787832904876,False,True
challenges,0.006164131641213499,0.037609053285352106,0.006164131641213499,0.031444921644138604,6.101273540931098,False,True
voices,0.01650143499645829,0.04784585256678453,0.01650143499645829,0.031344417570326244,2.8994964727039623,False,True
critical,0.01087533178448371,0.042211365302116076,0.01087533178448371,0.03133603351763237,3.8813864384662535,False,True
role,0.018671731015314077,0.04997329213217829,0.018671731015314077,0.03130156111686422,2.676414526922623,False,True
concern,0.01605471097363061,0.04719664224616744,0.01605471097363061,0.031141931272536828,2.9397378952312834,False,True
opportunity,0.029502216101865476,0.06060487234694328,0.029502216101865476,0.0311026562450778,2.0542481330109683,False,True
everyone,0.0860288904264583,0.11702958274281403,0.0860288904264583,0.03100069231635573,1.3603521115137087,False,False
yet,0.05502095147907001,0.0858166218398074,0.05502095147907001,0.03079567036073739,1.5597080663436378,False,False
further,0.03441397946212025,0.06519113162475056,0.03441397946212025,0.030777152162630307,1.8943212218891154,False,True
economic,0.013495503093678527,0.04403134007831054,0.013495503093678527,0.03053583698463201,3.262667554715719,False,True
