word,pre_share_recent,post_share,counterfactual,delta,ratio,banned,selected
issue,0.06631535767979291,0.12364833743367615,0.06631535767979291,0.05733297975388324,1.8645505620390146,False,True
potential,0.025784715118745184,0.08246557598045065,0.025784715118745184,0.05668086086170547,3.1982349078000536,False,True
join,0.028842094315824546,0.08373433870454378,0.028842094315824546,0.05489224438871923,2.903198976733183,False,True
source,0.010133434182274621,0.06500067406657167,0.010133434182274621,0.05486723988429705,6.414476365798151,False,True
has,0.40977313391878534,0.4644038293599716,0.40977313391878534,0.05463069544118626,1.1333193684972371,False,False
act,0.04827544724902569,0.1028324262534773,0.04827544724902569,0.05455697900445161,2.1301185615748532,True,False
stand,0.050119099573837776,0.10459978928899842,0.050119099573837776,0.054480689715160645,2.087024511182552,False,True
current,0.07855263397732606,0.1291625022291195,0.07855263397732606,0.05060986825179345,1.6442797101673485,True,False
provide,0.06507829801370597,0.11421429070256435,0.06507829801370597,0.049135992688858376,1.7550288527599474,False,False
signing,0.05063387828246207,0.09969932448587274,0.05063387828246207,0.04906544620341067,1.9690240579577596,True,False
could,0.10963143377087538,0.1585743291488173,0.10963143377087538,0.04894289537794193,1.4464312259222143,False,False
essential,0.016583539466143066,0.0653541461618874,0.016583539466143066,0.04877060669574433,3.940904551486993,False,True
over,0.16472076848800507,0.2129415605091227,0.16472076848800507,0.04822079202111762,1.2927426363035033,False,False
ensuring,0.007892507787010903,0.05603463058618123,0.007892507787010903,0.04814212279917033,7.099724459999931,False,True
where,0.1225412385342659,0.17049034493146065,0.1225412385342659,0.04794910639719474,1.3912895525679452,False,False
significantly,0.014250837765709628,0.06157791166708606,0.014250837765709628,0.04732707390137643,4.321002924842416,False,True
due,0.11188159676127546,0.15870195953419808,0.11188159676127546,0.04682036277292262,1.4184813600115522,False,False
take,0.1293558645453302,0.17556712402450195,0.1293558645453302,0.046211259479171735,1.3572413175204585,False,False
without,0.1055685910604175,0.15163508310949317,0.1055685910604175,0.046066492049075675,1.4363655097254406,False,False
change,0.17422668905992347,0.22008246293151648,0.17422668905992347,0.04585577387159301,1.2631960356878582,True,False
those,0.10870010273338603,0.15391503884410346,0.10870010273338603,0.04521493611071743,1.415960380659605,False,False
authorities,0.010484328745500754,0.05472804478310207,0.010484328745500754,0.04424371603760132,5.219985571950715,False,True
and,0.8990644246366314,0.9430305443067736,0.8990644246366314,0.04396611967014219,1.048902079167365,False,False
experience,0.04076150017079582,0.08437488339147231,0.04076150017079582,0.04361338322067649,2.0699651150701253,False,True
often,0.040530530126851434,0.08388042548460167,0.040530530126851434,0.04334989535775024,2.0695615187384626,False,True
protect,0.03975729114410709,0.08295356603941226,0.03975729114410709,0.04319627489530517,2.086499448333462,True,False
lives,0.06780596406851654,0.10998252866428254,0.06780596406851654,0.042176564595766006,1.6220185078874103,True,False
among,0.015186532760944838,0.05721406950917917,0.015186532760944838,0.04202753674823433,3.7674214654391966,False,True
bring,0.0905607362724216,0.1320356897716416,0.0905607362724216,0.041474953499219994,1.4579794202915544,True,False
against,0.08236410967485845,0.12381466928815701,0.08236410967485845,0.04145055961329856,1.5032599730262282,False,False
within,0.06244738202756971,0.10367354908974288,0.06244738202756971,0.04122616706217317,1.6601744656641066,False,False
many,0.250339053191809,0.29087020959492443,0.250339053191809,0.04053115640311544,1.1619050479193935,False,False
impact,0.052306765491830054,0.09279918739717286,0.052306765491830054,0.0404924219053428,1.7741335470584094,False,False
than,0.13202427877491119,0.1720606918751934,0.13202427877491119,0.04003641310028222,1.3032503829734263,False,False
consider,0.02659466789295797,0.06660260525835315,0.02659466789295797,0.04000793736539518,2.504359352274105,False,True
upon,0.02550115162038624,0.06529754017605437,0.02550115162038624,0.039796388555668125,2.5605722105449518,False,True
lack,0.04102907157201235,0.08081669211593627,0.04102907157201235,0.03978762054392392,1.9697421613377362,False,True
society,0.030589170218179834,0.0702346764439896,0.030589170218179834,0.03964550622580977,2.296063474198053,True,False
health,0.10644581868239933,0.14583548030517768,0.10644581868239933,0.03938966162277835,1.3700442357468698,True,False
residents,0.06136319948132533,0.10049398576130886,0.06136319948132533,0.03913078627998353,1.6376914276103254,True,False
all,0.3833996659587389,0.4221837969772328,0.3833996659587389,0.03878413101849387,1.1011584893312552,False,False
including,0.06876567418343359,0.10750047301670282,0.06876567418343359,0.03873479883326923,1.5632868330490517,False,False
despite,0.032207225777162195,0.07084623582413493,0.032207225777162195,0.03863901004697274,2.1997000398081865,False,True
concerned,0.018361058995679597,0.0567727161997269,0.018361058995679597,0.03841165720404731,3.092017525409927,False,True
implement,0.010382077661510189,0.048609565787574416,0.010382077661510189,0.038227488126064225,4.682065321836903,False,True
address,0.020902310135415606,0.059100116816963866,0.020902310135415606,0.03819780668154826,2.827444260183864,False,True
you,0.3324647828751041,0.37063995376968817,0.3324647828751041,0.038175170894584054,1.1148247058363627,False,False
like,0.21029399293480933,0.24845141470119325,0.21029399293480933,0.038157421766383925,1.1814479873336783,True,False
